,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
652,22,13039,4,0,1675000.0,1,73,18,9.2,3104.0,4.0,2.0,2.0,667.0,201.0,1974.0,Boroondara,-37.7835,145.0883,5,7809.0
653,22,3269,4,1,1680000.0,1,161,18,9.2,3104.0,4.0,3.0,1.0,362.0,200.0,2014.0,Boroondara,-37.7987,145.0788,5,7809.0
654,22,9694,3,0,1800000.0,0,260,19,9.2,3104.0,3.0,1.0,1.0,809.0,,,Boroondara,-37.7976,145.0684,5,7809.0
655,22,2619,4,0,1550000.0,1,161,19,9.2,3104.0,4.0,3.0,4.0,707.0,,,Boroondara,-37.8005,145.0986,5,7809.0
656,22,13045,5,0,4000000.0,0,135,19,9.2,3104.0,5.0,5.0,4.0,1364.0,518.0,2013.0,Boroondara,-37.7961,145.0859,5,7809.0
657,22,7565,3,0,2900000.0,1,106,19,9.2,3104.0,4.0,2.0,2.0,917.0,,,Boroondara,-37.7968,145.0873,5,7809.0
658,22,9868,4,0,2205000.0,1,73,21,9.2,3104.0,4.0,2.0,2.0,1010.0,250.0,1950.0,Boroondara,-37.7982,145.0903,5,7809.0
659,22,4554,3,1,1137000.0,1,73,21,9.2,3104.0,3.0,2.0,2.0,349.0,,,Boroondara,-37.7955,145.0694,5,7809.0
660,22,6431,3,0,2100000.0,4,106,21,9.2,3104.0,3.0,2.0,3.0,949.0,175.0,1940.0,Boroondara,-37.796,145.0696,5,7809.0
661,22,6679,2,0,1389000.0,1,106,24,9.2,3104.0,2.0,1.0,4.0,701.0,,,Boroondara,-37.7867,145.0718,5,7809.0
662,22,6899,2,0,685000.0,3,106,24,9.2,3104.0,2.0,1.0,1.0,177.0,85.0,1975.0,Boroondara,-37.7935,145.0679,5,7809.0
663,22,150,6,0,1900000.0,4,260,24,9.2,3104.0,6.0,1.0,6.0,691.0,5.0,,Boroondara,-37.8022,145.0775,5,7809.0
664,22,12798,3,0,1335000.0,1,73,24,9.2,3104.0,3.0,2.0,2.0,368.0,177.0,2009.0,Boroondara,-37.7846,145.0935,5,7809.0
665,22,2230,3,0,1600000.0,4,135,26,9.2,3104.0,3.0,2.0,2.0,760.0,,,Boroondara,-37.7867,145.0797,5,7809.0
666,22,9752,3,0,1830000.0,1,73,26,9.2,3104.0,3.0,2.0,2.0,493.0,,,Boroondara,-37.7938,145.0675,5,7809.0
667,22,9127,4,0,1900000.0,4,167,26,9.2,3104.0,4.0,2.0,4.0,587.0,165.0,1960.0,Boroondara,-37.7841,145.0953,5,7809.0
668,22,1513,5,0,1500000.0,4,260,27,9.2,3104.0,5.0,2.0,2.0,605.0,,,Boroondara,-37.7832,145.0796,5,7809.0
669,22,7221,2,2,735000.0,1,47,27,9.2,3104.0,2.0,1.0,1.0,1075.0,,1970.0,Boroondara,-37.7953,145.0712,5,7809.0
670,22,7200,2,2,1040000.0,1,73,30,9.2,3104.0,2.0,1.0,1.0,250.0,112.0,1995.0,Boroondara,-37.7996,145.0959,5,7809.0
671,22,11454,3,0,1520000.0,1,106,31,9.2,3104.0,3.0,1.0,2.0,622.0,,,Boroondara,-37.7882,145.0882,5,7809.0
672,22,3902,4,0,1250000.0,4,135,31,9.2,3104.0,4.0,2.0,2.0,644.0,153.0,1950.0,Boroondara,-37.7997,145.0993,5,7809.0
673,22,7881,6,0,1900000.0,1,73,31,9.2,3104.0,6.0,3.0,2.0,808.0,,1974.0,Boroondara,-37.7842,145.0921,5,7809.0
674,22,9333,5,0,1875000.0,0,73,35,9.2,3104.0,5.0,3.0,2.0,842.0,200.0,1961.0,Boroondara,-37.7854,145.0869,5,7809.0
675,22,9291,4,0,1530000.0,0,260,35,9.2,3104.0,4.0,2.0,2.0,701.0,198.0,1960.0,Boroondara,-37.7839,145.0954,5,7809.0
676,22,3240,4,0,1700000.0,4,106,35,9.2,3104.0,3.0,2.0,5.0,754.0,175.0,1960.0,Boroondara,-37.786,145.0886,5,7809.0
677,22,7027,3,1,1238000.0,1,73,36,9.2,3104.0,3.0,2.0,2.0,186.0,,2010.0,Boroondara,-37.8028,145.0828,5,7809.0
678,22,5734,3,0,1320000.0,1,161,36,9.2,3104.0,3.0,1.0,0.0,635.0,,1960.0,Boroondara,-37.7982,145.0839,5,7809.0
679,22,10030,2,2,560000.0,1,260,36,9.2,3104.0,2.0,1.0,1.0,0.0,,1950.0,Boroondara,-37.7961,145.0808,5,7809.0
680,22,1552,3,0,1651000.0,1,155,36,9.2,3104.0,3.0,1.0,2.0,657.0,151.0,1960.0,Boroondara,-37.7895,145.0985,5,7809.0
681,22,5752,5,0,1920000.0,1,135,36,9.2,3104.0,5.0,3.0,2.0,900.0,355.0,1955.0,Boroondara,-37.7868,145.0677,5,7809.0
682,22,2123,5,0,1560000.0,1,192,36,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,5,7809.0
683,22,7328,5,0,1550000.0,4,73,38,9.2,3104.0,7.0,2.0,0.0,942.0,,,Boroondara,-37.7923,145.1029,5,7809.0
684,22,2918,3,0,1038000.0,1,47,38,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,5,7809.0
685,22,2970,5,0,1660000.0,0,260,38,9.2,3104.0,4.0,3.0,2.0,737.0,193.0,1950.0,Boroondara,-37.7975,145.0961,5,7809.0
686,22,11296,3,0,1260000.0,0,260,38,9.2,3104.0,3.0,2.0,2.0,458.0,,1997.0,Boroondara,-37.7908,145.0991,5,7809.0
687,22,12963,3,0,2000000.0,4,111,39,9.2,3104.0,3.0,1.0,2.0,75100.0,,,Boroondara,-37.8002,145.07,5,7809.0
688,22,1005,4,0,2155000.0,1,106,39,9.2,3104.0,4.0,2.0,3.0,620.0,,,Boroondara,-37.7985,145.0707,5,7809.0
689,22,7292,3,0,1225000.0,4,73,39,9.2,3104.0,3.0,2.0,2.0,282.0,,,Boroondara,-37.7936,145.0697,5,7809.0
690,22,9040,4,0,2150000.0,0,161,39,9.2,3104.0,4.0,2.0,2.0,730.0,,1960.0,Boroondara,-37.7993,145.0869,5,7809.0
691,22,5876,3,0,1770000.0,0,73,39,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,Boroondara,-37.7938,145.0838,5,7809.0
692,22,4627,2,2,691500.0,1,73,46,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,Boroondara,-37.7938,145.0666,5,7809.0
693,22,204,5,0,1836000.0,1,106,46,9.2,3104.0,4.0,2.0,2.0,939.0,,1957.0,Boroondara,-37.7998,145.0862,5,7809.0
694,29,10066,2,2,636000.0,1,260,43,13.0,3204.0,2.0,1.0,2.0,202.0,,1974.0,Glen Eira,-37.9165,145.0259,5,6795.0
695,29,5474,2,0,1275000.0,1,255,43,13.0,3204.0,2.0,1.0,2.0,599.0,,,Glen Eira,-37.925,145.046,5,6795.0
696,29,513,3,2,875000.0,1,260,43,13.0,3204.0,3.0,1.0,2.0,348.0,121.0,1950.0,Glen Eira,-37.9273,145.0479,5,6795.0
697,29,4794,3,1,895000.0,0,196,43,13.0,3204.0,3.0,2.0,2.0,362.0,,1997.0,Glen Eira,-37.9336,145.043,5,6795.0
698,29,7652,2,0,1550000.0,1,255,45,13.0,3204.0,2.0,1.0,4.0,730.0,,,Glen Eira,-37.9207,145.0479,5,6795.0
699,29,11760,4,0,1420000.0,1,255,45,13.0,3204.0,4.0,1.0,4.0,786.0,,,Glen Eira,-37.9305,145.0449,5,6795.0
700,29,1576,3,0,1425000.0,1,32,45,13.0,3204.0,3.0,2.0,2.0,613.0,143.0,1960.0,Glen Eira,-37.9311,145.0428,5,6795.0
701,29,7036,2,1,851000.0,1,260,45,13.0,3204.0,2.0,1.0,1.0,140.0,250.0,1970.0,Glen Eira,-37.9204,145.0443,5,6795.0
702,29,1844,3,0,1222500.0,1,196,47,13.0,3204.0,3.0,2.0,2.0,299.0,181.0,2000.0,Glen Eira,-37.9272,145.0406,5,6795.0
703,29,2180,4,0,1260000.0,0,260,48,13.0,3204.0,4.0,2.0,2.0,793.0,,,Glen Eira,-37.9232,145.0502,5,6795.0
704,29,8134,4,0,2700000.0,1,260,49,13.0,3204.0,4.0,3.0,2.0,628.0,,,Glen Eira,-37.9155,145.0401,5,6795.0
705,29,3599,3,1,900000.0,0,260,49,13.0,3204.0,3.0,2.0,1.0,418.0,,1925.0,Glen Eira,-37.9172,145.0421,5,6795.0
706,29,2977,3,0,1100000.0,4,32,49,13.0,3204.0,3.0,2.0,2.0,0.0,,,Glen Eira,-37.922,145.0302,5,6795.0
707,29,2805,7,0,1005000.0,1,196,49,13.0,3204.0,7.0,3.0,4.0,607.0,,1950.0,Glen Eira,-37.9269,145.047,5,6795.0
708,29,2366,3,0,1317500.0,1,32,49,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,Glen Eira,-37.9149,145.0254,5,6795.0
709,29,12520,2,2,360000.0,0,32,51,13.0,3204.0,2.0,1.0,1.0,0.0,69.0,1965.0,Glen Eira,-37.9332,145.045,5,6795.0
710,29,2214,4,1,1435000.0,1,260,51,13.0,3204.0,3.0,3.0,2.0,291.0,212.0,2012.0,Glen Eira,-37.9278,145.0337,5,6795.0
711,29,3105,3,0,1110000.0,1,32,51,13.0,3204.0,3.0,1.0,2.0,692.0,164.0,1940.0,Glen Eira,-37.9263,145.04,5,6795.0
712,29,12472,4,0,2435000.0,1,32,51,13.0,3204.0,3.0,2.0,2.0,795.0,250.0,1928.0,Glen Eira,-37.9166,145.0314,5,6795.0
713,29,5714,3,0,1500000.0,0,260,52,13.0,3204.0,3.0,2.0,1.0,565.0,222.0,1940.0,Glen Eira,-37.9134,145.0263,5,6795.0
714,29,8345,4,0,1300000.0,0,32,53,13.0,3204.0,4.0,2.0,2.0,697.0,194.0,1940.0,Glen Eira,-37.9318,145.0474,5,6795.0
715,29,439,2,0,855000.0,1,32,53,13.0,3204.0,2.0,1.0,1.0,298.0,,,Glen Eira,-37.9247,145.0287,5,6795.0
716,29,10747,3,0,1125000.0,1,260,56,13.0,3204.0,3.0,1.0,2.0,584.0,116.0,1948.0,Glen Eira,-37.9199,145.0477,5,6795.0
717,29,7656,3,0,1135000.0,3,163,56,13.0,3204.0,3.0,1.0,2.0,627.0,,,Glen Eira,-37.9321,145.0472,5,6795.0
718,29,10667,3,0,867000.0,1,260,56,13.0,3204.0,3.0,2.0,1.0,578.0,,,Glen Eira,-37.9344,145.0481,5,6795.0
719,29,12127,4,0,1328000.0,1,260,1,13.0,3204.0,3.0,2.0,2.0,610.0,112.0,1940.0,Glen Eira,-37.9291,145.0472,5,6795.0
720,29,8507,3,0,1340000.0,1,260,1,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,Glen Eira,-37.9279,145.031,5,6795.0
721,29,10692,4,1,1155000.0,1,32,1,13.0,3204.0,4.0,3.0,2.0,271.0,205.0,2010.0,Glen Eira,-37.9252,145.0494,5,6795.0
722,29,3814,3,0,1275000.0,1,32,1,13.0,3204.0,3.0,1.0,4.0,758.0,138.0,1960.0,Glen Eira,-37.9267,145.043,5,6795.0
723,29,10534,3,0,770000.0,4,255,2,13.0,3204.0,3.0,2.0,2.0,0.0,,1987.0,Glen Eira,-37.9193,145.0438,5,6795.0
724,29,596,2,0,855000.0,3,135,2,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,Glen Eira,-37.9243,145.0376,5,6795.0
725,29,534,3,1,1100000.0,3,32,2,13.0,3204.0,3.0,2.0,2.0,333.0,,,Glen Eira,-37.9292,145.0341,5,6795.0
726,29,2420,2,2,650000.0,3,260,2,13.0,3204.0,2.0,1.0,1.0,116.0,92.0,1960.0,Glen Eira,-37.9245,145.0336,5,6795.0
727,29,1738,4,0,1815000.0,1,32,2,13.0,3204.0,4.0,2.0,4.0,902.0,233.0,1950.0,Glen Eira,-37.924,145.0504,5,6795.0
728,29,13073,4,0,2255000.0,1,260,2,13.0,3204.0,4.0,3.0,2.0,557.0,353.0,2008.0,Glen Eira,-37.9132,145.0251,5,6795.0
729,29,11464,3,0,1470000.0,1,140,3,13.0,3204.0,3.0,2.0,2.0,613.0,,1950.0,Glen Eira,-37.929,145.0464,5,6795.0
730,29,1134,2,2,420000.0,0,32,7,13.0,3204.0,2.0,1.0,0.0,1045.0,,,Glen Eira,-37.9158,145.0379,5,6795.0
731,29,4888,2,2,855000.0,1,260,7,13.0,3204.0,2.0,2.0,3.0,226.0,475.0,2005.0,Glen Eira,-37.9274,145.031,5,6795.0
732,29,1584,4,0,1450000.0,1,260,7,13.0,3204.0,4.0,1.0,1.0,567.0,,,Glen Eira,-37.9149,145.0252,5,6795.0
733,29,1264,3,0,1200000.0,0,260,7,13.0,3204.0,3.0,2.0,2.0,590.0,,,Glen Eira,-37.9256,145.0497,5,6795.0
734,29,1606,4,0,1860000.0,0,140,7,13.0,3204.0,4.0,2.0,3.0,855.0,197.0,1930.0,Glen Eira,-37.9163,145.0324,5,6795.0
735,29,4444,2,2,725000.0,1,260,9,13.0,3204.0,2.0,1.0,1.0,227.0,100.0,1990.0,Glen Eira,-37.9326,145.0387,5,6795.0
736,29,10787,3,0,1293000.0,1,32,12,13.0,3204.0,3.0,1.0,1.0,632.0,108.0,1950.0,Glen Eira,-37.9282,145.0367,5,6795.0
737,29,8249,3,0,1390000.0,1,32,12,13.0,3204.0,3.0,1.0,2.0,723.0,,1925.0,Glen Eira,-37.9203,145.048,5,6795.0
738,29,2964,3,0,1400000.0,3,32,12,13.0,3204.0,3.0,2.0,1.0,699.0,,,Glen Eira,-37.9316,145.0454,5,6795.0
739,29,7764,3,0,1328000.0,1,255,12,13.0,3204.0,3.0,2.0,2.0,690.0,245.0,1970.0,Glen Eira,-37.9317,145.0469,5,6795.0
740,29,9759,4,1,1247000.0,1,260,12,13.0,3204.0,4.0,2.0,3.0,354.0,255.0,2008.0,Glen Eira,-37.9326,145.0441,5,6795.0
741,29,2697,3,0,1311000.0,1,32,12,13.0,3204.0,3.0,2.0,2.0,592.0,,,Glen Eira,-37.933,145.0466,5,6795.0
742,29,8628,3,0,1100000.0,1,260,12,13.0,3204.0,3.0,1.0,2.0,382.0,,,Glen Eira,-37.9187,145.0461,5,6795.0
743,29,8533,3,0,1327500.0,1,260,13,13.0,3204.0,3.0,1.0,2.0,700.0,,,Glen Eira,-37.9228,145.0476,5,6795.0
744,29,9328,4,0,1560000.0,0,32,13,13.0,3204.0,4.0,3.0,1.0,695.0,,,Glen Eira,-37.9149,145.0469,5,6795.0
745,29,8474,3,0,1370000.0,1,260,14,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,Glen Eira,-37.9256,145.0374,5,6795.0
746,29,2820,3,0,1100000.0,1,32,14,13.0,3204.0,3.0,1.0,2.0,632.0,,,Glen Eira,-37.921,145.0411,5,6795.0
747,29,3027,4,0,1385000.0,1,260,14,13.0,3204.0,4.0,2.0,1.0,576.0,,1920.0,Glen Eira,-37.9152,145.0244,5,6795.0
748,29,10752,3,1,1275000.0,1,260,17,13.0,3204.0,3.0,2.0,2.0,309.0,,,Glen Eira,-37.9287,145.0461,5,6795.0
749,29,11411,3,0,1095000.0,1,32,17,13.0,3204.0,3.0,2.0,1.0,581.0,170.0,1965.0,Glen Eira,-37.9286,145.0495,5,6795.0
750,29,923,2,2,797500.0,1,196,17,13.0,3204.0,2.0,1.0,2.0,321.0,,,Glen Eira,-37.9257,145.0501,5,6795.0
751,29,7009,2,2,725000.0,1,260,18,13.0,3204.0,2.0,1.0,1.0,677.0,88.0,2012.0,Glen Eira,-37.9173,145.0359,5,6795.0
752,29,4314,3,1,825000.0,1,32,18,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,Glen Eira,-37.9317,145.0352,5,6795.0
753,29,12244,3,1,1235000.0,1,32,18,13.0,3204.0,3.0,2.0,2.0,0.0,160.0,2012.0,Glen Eira,-37.9289,145.0478,5,6795.0
754,29,3895,5,0,1600000.0,4,82,19,13.0,3204.0,5.0,3.0,2.0,772.0,,1986.0,Glen Eira,-37.9168,145.04,5,6795.0
755,29,9911,3,0,1165000.0,0,32,19,13.0,3204.0,3.0,1.0,2.0,694.0,125.0,1950.0,Glen Eira,-37.9315,145.0445,5,6795.0
756,29,2844,4,0,1355000.0,1,260,19,13.0,3204.0,4.0,2.0,3.0,591.0,,,Glen Eira,-37.9215,145.0505,5,6795.0
757,29,2396,4,0,1910000.0,1,260,19,13.0,3204.0,4.0,2.0,4.0,736.0,284.0,1950.0,Glen Eira,-37.9224,145.0462,5,6795.0
758,29,6009,3,0,1448000.0,1,260,21,13.0,3204.0,3.0,2.0,3.0,568.0,,,Glen Eira,-37.9246,145.0383,5,6795.0
759,29,851,2,2,820000.0,1,260,21,13.0,3204.0,2.0,1.0,3.0,336.0,109.0,1960.0,Glen Eira,-37.929,145.0375,5,6795.0
760,29,4229,3,0,895000.0,1,32,24,13.0,3204.0,3.0,1.0,2.0,0.0,,,Glen Eira,-37.9307,145.0444,5,6795.0
761,29,6858,4,0,1041000.0,1,255,24,13.0,3204.0,4.0,2.0,1.0,292.0,,,Glen Eira,-37.9148,145.0243,5,6795.0
762,29,12689,4,0,1430000.0,1,260,26,13.0,3204.0,4.0,2.0,2.0,611.0,168.0,1970.0,Glen Eira,-37.9289,145.0481,5,6795.0
763,29,2299,2,0,910000.0,1,32,26,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,Glen Eira,-37.9178,145.0413,5,6795.0
764,29,1609,4,0,2520000.0,0,32,26,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,5,6795.0
765,29,11544,3,0,1350000.0,1,35,30,13.0,3204.0,3.0,1.0,1.0,617.0,,,Glen Eira,-37.9282,145.047,5,6795.0
766,29,1639,2,2,635000.0,1,260,30,13.0,3204.0,2.0,1.0,2.0,118.0,,,Glen Eira,-37.9245,145.0336,5,6795.0
767,29,5237,3,0,1280000.0,1,32,31,13.0,3204.0,3.0,2.0,4.0,587.0,,,Glen Eira,-37.9217,145.0315,5,6795.0
768,29,9288,5,0,1900000.0,1,255,31,13.0,3204.0,5.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira,-37.9144,145.0401,5,6795.0
769,29,11833,3,0,1230000.0,1,260,31,13.0,3204.0,3.0,1.0,2.0,676.0,,,Glen Eira,-37.9161,145.0284,5,6795.0
770,29,5114,4,0,1150000.0,0,32,31,13.0,3204.0,4.0,2.0,2.0,384.0,766.0,,Glen Eira,-37.9155,145.0301,5,6795.0
771,29,9671,4,0,1650000.0,1,94,32,13.0,3204.0,3.0,2.0,2.0,570.0,,1930.0,Glen Eira,-37.9139,145.0395,5,6795.0
772,29,4086,2,1,670000.0,0,32,32,13.0,3204.0,2.0,2.0,1.0,123.0,90.0,2007.0,Glen Eira,-37.9307,145.0379,5,6795.0
773,29,8997,2,1,680000.0,0,17,36,13.0,3204.0,2.0,1.0,1.0,83.0,107.0,1998.0,Glen Eira,-37.9259,145.0341,5,6795.0
774,29,12893,4,1,1320000.0,1,32,36,13.0,3204.0,4.0,3.0,3.0,346.0,220.0,2010.0,Glen Eira,-37.9294,145.041,5,6795.0
775,29,13360,4,0,1380000.0,1,35,36,13.0,3204.0,4.0,1.0,2.0,580.0,,,Glen Eira,-37.9263,145.0422,5,6795.0
776,29,3510,6,0,1900000.0,1,260,36,13.0,3204.0,6.0,3.0,2.0,708.0,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,5,6795.0
777,29,5234,3,0,1535000.0,1,32,39,13.0,3204.0,2.0,2.0,2.0,572.0,150.0,1930.0,Glen Eira,-37.9148,145.0404,5,6795.0
778,29,12053,4,0,1281000.0,1,260,39,13.0,3204.0,3.0,1.0,5.0,594.0,150.0,1940.0,Glen Eira,-37.9206,145.0383,5,6795.0
779,29,3134,3,2,1096000.0,1,35,39,13.0,3204.0,3.0,2.0,2.0,292.0,,,Glen Eira,-37.9273,145.0324,5,6795.0
780,29,5478,5,0,1385000.0,1,32,39,13.0,3204.0,5.0,2.0,2.0,664.0,178.0,1950.0,Glen Eira,-37.9241,145.048,5,6795.0
781,29,12552,3,2,517500.0,1,32,39,13.0,3204.0,3.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.9178,145.0511,5,6795.0
782,29,11375,4,1,1245000.0,1,32,39,13.0,3204.0,4.0,2.0,2.0,345.0,,,Glen Eira,-37.9291,145.0491,5,6795.0
783,29,10206,2,2,503000.0,1,32,39,13.0,3204.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.9159,145.0285,5,6795.0
784,29,1609,4,0,2620000.0,1,32,39,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,5,6795.0
785,29,4320,2,2,760000.0,1,32,46,13.0,3204.0,2.0,1.0,1.0,192.0,,,Glen Eira,-37.9193,145.0484,5,6795.0
786,29,11085,2,2,405000.0,1,82,46,13.0,3204.0,2.0,1.0,1.0,0.0,,1968.0,Glen Eira,-37.9159,145.039,5,6795.0
787,30,3721,2,0,1410000.0,1,260,43,13.9,3165.0,2.0,1.0,2.0,768.0,,,Glen Eira,-37.9305,145.0547,5,10969.0
788,30,840,3,1,760000.0,0,260,43,13.9,3165.0,3.0,1.0,2.0,287.0,,,Glen Eira,-37.9261,145.0566,5,10969.0
789,30,7416,2,0,825000.0,1,32,43,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,Glen Eira,-37.9237,145.0763,5,10969.0
790,30,6624,2,2,746000.0,1,260,45,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,Glen Eira,-37.9255,145.0796,5,10969.0
791,30,2864,1,2,580000.0,1,255,45,13.9,3165.0,1.0,1.0,1.0,105.0,,,Glen Eira,-37.9181,145.0586,5,10969.0
792,30,3886,5,0,1275000.0,3,32,45,13.9,3165.0,5.0,2.0,2.0,683.0,190.0,1960.0,Glen Eira,-37.9333,145.0602,5,10969.0
793,30,13248,3,0,1206000.0,1,35,45,13.9,3165.0,3.0,1.0,2.0,603.0,,,Glen Eira,-37.9155,145.0723,5,10969.0
794,30,2863,3,1,1115000.0,1,32,48,13.9,3165.0,3.0,2.0,2.0,297.0,,,Glen Eira,-37.9135,145.0774,5,10969.0
795,30,12193,4,0,1190000.0,1,196,48,13.9,3165.0,4.0,2.0,3.0,591.0,,,Glen Eira,-37.9166,145.0719,5,10969.0
796,30,8235,4,0,1270000.0,1,35,48,13.9,3165.0,4.0,2.0,1.0,0.0,,,Glen Eira,-37.9174,145.0717,5,10969.0
797,30,696,3,2,1025000.0,1,255,48,13.9,3165.0,3.0,2.0,2.0,384.0,120.0,1999.0,Glen Eira,-37.9229,145.0557,5,10969.0
798,30,11030,3,2,740000.0,0,94,48,13.9,3165.0,3.0,2.0,1.0,258.0,,,Glen Eira,-37.9244,145.0547,5,10969.0
799,30,6285,4,0,1960000.0,1,260,48,13.9,3165.0,4.0,2.0,4.0,601.0,,,Glen Eira,-37.9234,145.0533,5,10969.0
800,30,4577,2,2,495000.0,1,255,49,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,Glen Eira,-37.91,145.0842,5,10969.0
801,30,12897,2,2,570000.0,1,260,49,13.9,3165.0,2.0,1.0,1.0,145.0,,,Glen Eira,-37.9193,145.0659,5,10969.0
802,30,5775,4,0,1220000.0,1,94,49,13.9,3165.0,3.0,2.0,2.0,585.0,178.0,1950.0,Glen Eira,-37.9167,145.0771,5,10969.0
803,30,2257,3,0,885000.0,1,35,49,13.9,3165.0,3.0,1.0,2.0,565.0,110.0,1950.0,Glen Eira,-37.9262,145.0808,5,10969.0
804,30,3632,3,1,830000.0,0,32,49,13.9,3165.0,0.0,2.0,2.0,292.0,141.0,2012.0,Glen Eira,-37.9168,145.069,5,10969.0
805,30,9710,4,0,1137500.0,1,255,49,13.9,3165.0,4.0,1.0,2.0,696.0,,,Glen Eira,-37.9157,145.0802,5,10969.0
806,30,125,4,0,1100000.0,1,94,49,13.9,3165.0,4.0,2.0,2.0,633.0,,1975.0,Glen Eira,-37.9272,145.0644,5,10969.0
807,30,3913,3,0,1040000.0,0,260,51,13.9,3165.0,3.0,2.0,2.0,598.0,,1970.0,Glen Eira,-37.9132,145.0782,5,10969.0
808,30,7944,4,1,1210000.0,1,260,51,13.9,3165.0,3.0,3.0,2.0,291.0,222.0,2014.0,Glen Eira,-37.9347,145.0546,5,10969.0
809,30,10738,4,1,1160000.0,1,260,51,13.9,3165.0,3.0,2.0,2.0,321.0,180.0,2006.0,Glen Eira,-37.914,145.0714,5,10969.0
810,30,5765,3,0,1215000.0,1,255,52,13.9,3165.0,3.0,2.0,3.0,730.0,110.0,1970.0,Glen Eira,-37.9119,145.0705,5,10969.0
811,30,12013,4,0,1200000.0,1,260,52,13.9,3165.0,4.0,2.0,2.0,619.0,191.0,1960.0,Glen Eira,-37.9358,145.0688,5,10969.0
812,30,13297,3,0,1050000.0,1,32,52,13.9,3165.0,3.0,2.0,2.0,627.0,140.0,1950.0,Glen Eira,-37.9284,145.0668,5,10969.0
813,30,5962,5,0,950000.0,4,255,52,13.9,3165.0,5.0,2.0,4.0,618.0,146.0,1950.0,Glen Eira,-37.9209,145.0757,5,10969.0
814,30,13159,2,2,380000.0,0,32,52,13.9,3165.0,3.0,2.0,1.0,0.0,78.0,1970.0,Glen Eira,-37.9212,145.0674,5,10969.0
815,30,7126,2,0,689000.0,1,260,52,13.9,3165.0,2.0,1.0,1.0,169.0,87.0,,Glen Eira,-37.9232,145.0537,5,10969.0
816,30,7772,3,0,1400000.0,0,260,52,13.9,3165.0,3.0,2.0,2.0,653.0,,,Glen Eira,-37.9069,145.0568,5,10969.0
817,30,5069,3,0,965000.0,1,260,52,13.9,3165.0,3.0,1.0,4.0,574.0,,,Glen Eira,-37.9309,145.0685,5,10969.0
818,30,8259,3,0,1338000.0,1,32,52,13.9,3165.0,3.0,2.0,2.0,610.0,177.0,1970.0,Glen Eira,-37.9231,145.066,5,10969.0
819,30,9692,3,1,800000.0,1,32,52,13.9,3165.0,3.0,2.0,1.0,353.0,,,Glen Eira,-37.9262,145.055,5,10969.0
820,30,813,2,2,651000.0,1,82,52,13.9,3165.0,2.0,1.0,1.0,265.0,150.0,1960.0,Glen Eira,-37.9223,145.0747,5,10969.0
821,30,1976,3,0,920000.0,0,32,52,13.9,3165.0,3.0,1.0,3.0,583.0,,1955.0,Glen Eira,-37.9272,145.0804,5,10969.0
822,30,6880,3,0,1390000.0,1,32,52,13.9,3165.0,4.0,2.0,2.0,590.0,118.0,1960.0,Glen Eira,-37.9256,145.0757,5,10969.0
823,30,4383,2,2,495000.0,3,255,56,13.9,3165.0,2.0,1.0,1.0,96.0,,,Glen Eira,-37.9102,145.0709,5,10969.0
824,30,8733,1,2,370000.0,0,32,56,13.9,3165.0,1.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.9205,145.0528,5,10969.0
825,30,8621,3,0,1100000.0,3,32,56,13.9,3165.0,3.0,1.0,2.0,578.0,163.0,1955.0,Glen Eira,-37.9186,145.0709,5,10969.0
826,30,1407,4,0,1100000.0,1,255,56,13.9,3165.0,4.0,2.0,4.0,653.0,,,Glen Eira,-37.9244,145.0792,5,10969.0
827,30,11826,3,0,1355000.0,1,32,56,13.9,3165.0,0.0,1.0,2.0,818.0,,,Glen Eira,-37.9241,145.0539,5,10969.0
828,30,5334,4,0,1206000.0,1,94,56,13.9,3165.0,4.0,1.0,1.0,636.0,138.0,1940.0,Glen Eira,-37.925,145.0612,5,10969.0
